Number of processors,Seconds taken
1,9.35465407372
2,4.9385330677
4,2.76277685165
6,2.03648400307
8,1.84845399857
10,1.5872938633
12,1.38648319244
14,1.29568982124
16,1.44064497948
18,1.22167420387
20,1.18495988846
