Number of processors,Seconds taken
1,63.5387151241
2,31.3189799786
3,21.096375227
4,15.8998661041
5,12.8046619892
6,10.8773291111
7,9.26426291466
8,8.35229992867
9,8.74609613419
10,9.17025494576
