Number of processors,Seconds taken
1,37.3265981674
2,19.4350938797
4,10.5749330521
6,7.55698394775
8,6.03049492836
10,5.31054401398
12,4.8304131031
14,4.07165598869
16,3.83077597618
18,3.49926996231
20,3.3981180191
