Number of processors,Seconds taken
1,0.62232208252
2,0.576389074326
4,0.578718900681
6,0.642641067505
8,0.552839040756
10,0.595152854919
12,0.608366966248
14,0.655124902725
16,0.609736919403
18,0.643896102905
20,0.70478105545
