Number of processors,Seconds taken
1,14.590626955
2,11.0376369953
4,10.3678200245
6,9.61526417732
8,11.4723300934
10,10.2759120464
12,9.99786400795
14,10.5734181404
16,9.97263407707
18,10.8811929226
20,14.0758309364
