Number of processors,Seconds taken
1,63.3634898663
2,32.3345019817
3,21.9337508678
4,16.7785100937
5,13.933672905
6,11.567471981
7,10.0982129574
8,9.08544993401
9,10.1651599407
10,9.92131400108
