Number of processors,Seconds taken
1,37.565778017
2,19.1818788052
4,9.85865283012
6,6.78707885742
8,5.27288889885
10,4.3921918869
12,7.15486097336
14,3.36818909645
16,3.05412817001
18,2.89558720589
20,2.71586298943
