Number of processors,Seconds taken
1,9.86300611496
2,4.97891616821
4,2.69856286049
6,2.04928207397
8,1.79907083511
10,1.49820804596
12,1.50504088402
14,1.49027299881
16,1.21653103828
18,1.17182898521
20,1.22023200989
