Number of processors,Seconds taken
1,0.630298852921
2,0.619647979736
4,0.586625099182
6,0.657054901123
8,0.654294967651
10,0.641138076782
12,0.720404148102
14,0.719941139221
16,0.724787950516
18,0.734835147858
20,0.893692970276
