Number of processors,Seconds taken
1,2.3481771946
2,1.80626702309
4,1.52143502235
6,1.35413098335
8,1.274269104
10,1.27724909782
12,1.31375193596
14,1.34424114227
16,1.57859587669
18,1.53639602661
20,1.65510606766
