Number of processors,Seconds taken
1,37.4790198803
2,18.9619970322
4,9.81199288368
6,6.80662202835
8,5.4408788681
10,4.31782507896
12,3.94530701637
14,3.43368506432
16,3.00795102119
18,2.98981690407
20,2.66956806183
