Number of processors,Seconds taken
1,15.8199648857
2,8.0841178894
3,5.52122616768
4,4.20971798897
5,3.4779651165
6,3.04409909248
7,2.56080794334
8,2.32241487503
9,2.77990984917
10,2.79967999458
