Number of processors,Seconds taken
1,37.1333429813
2,19.3561880589
4,10.0974988937
6,7.16740179062
8,5.63400411606
10,4.86040282249
12,4.26174497604
14,6.82896995544
16,3.60422205925
18,3.38920307159
20,3.11303806305
