Number of processors,Seconds taken
1,2.35189008713
2,1.82283806801
4,1.41534781456
6,1.34308600426
8,1.30871701241
10,1.33851695061
12,1.33284306526
14,1.24551486969
16,1.45801687241
18,1.27425885201
20,1.44772195816
