Number of processors,Seconds taken
1,37.3815329075
2,18.9712991714
4,10.0613389015
6,6.92991805077
8,5.25395107269
10,4.25644898415
12,3.67685198784
14,3.30583810806
16,3.27152204514
18,2.75212097168
20,2.6046769619
